# p1 - c1 sync,p1 - c2 sync,p1 - c3 sync,p2 - c1 sync,p2 - c2 sync,p2 - c3 sync,p3 - c1 sync,p3 - c2 sync,p3 - c3 sync,p4 - c1 sync,p4 - c2 sync,p4 - c3 sync,p5 - c1 sync,p5 - c2 sync,p5 - c3 sync,c1 - p1,c1 - p2,c1 - p3,c1 - p4,c1 - p5,c2 - p1,c2 - p2,c2 - p3,c2 - p4,c2 - p5,c3 - p1,c3 - p2,c3 - p3,c3 - p4,c3 - p5
648.94795,775.34699,773.79894,648.82398,707.85689,707.85904,647.99500,774.42408,772.85790,2857.73802,707.64995,707.65090,4919.75117,3847.34201,2792.45901,46.28706,43.92695,41.57901,22.74108,69.94009,21.49296,31.60906,21.22593,48.41113,39.25514,23.50187,40.03096,23.56100,48.88582,37.09316
575.39105,701.79200,700.24204,575.58298,634.61304,634.61614,574.92590,701.35689,699.79095,2784.13391,634.04799,634.04799,4846.71402,3774.30701,2719.42711,46.32020,44.07597,44.97886,22.94302,69.94104,21.68179,31.64506,21.26193,48.55108,39.35003,25.66099,40.33113,23.59104,49.03293,37.10198
509.03583,635.43987,633.88586,509.06897,568.09807,568.09998,508.76403,635.19812,633.63218,2717.89694,567.81292,567.81292,4780.56407,3708.15921,2653.28312,46.67306,44.49892,45.11619,23.08607,70.02783,21.96503,31.67295,21.68989,48.61999,39.59489,25.72703,40.39788,23.69595,49.09897,37.11009
381.75201,508.15892,506.60205,381.50215,440.52911,440.53102,381.22511,507.66110,506.09517,2590.63220,440.54914,440.54914,4653.16105,3580.75619,2525.88320,46.68093,44.72923,47.27912,23.30017,70.13988,22.20201,31.69894,21.82102,48.69699,39.81519,25.82097,40.48681,23.76008,49.20888,37.11700
264.78910,391.19601,389.63795,264.64510,323.67015,323.67206,264.33015,390.76614,389.20212,2473.70505,323.62413,323.62318,4535.67004,3463.26518,2408.39505,46.68784,45.10307,47.30582,24.53303,70.76788,22.30501,31.72708,22.04609,48.75112,40.20309,25.83003,40.58313,25.92492,49.34597,37.21309
4417.45400,3344.96498,2290.89999,182.39021,236.01103,241.77313,132.32493,258.76093,257.22909,2342.48710,192.40808,192.40808,4403.97692,3331.57182,2276.70503,188.20000,25.69485,48.63811,24.64914,71.19584,32.60517,21.10195,22.23706,48.82789,40.48991,41.75019,15.52176,25.98095,49.39985,37.32991
4327.78597,3255.30005,2201.23196,93.23215,146.85297,152.61602,41.86606,168.30397,166.77094,2250.98085,100.90280,100.90280,4314.58998,3242.18583,2187.32405,189.34298,25.81596,48.67792,24.83892,71.46311,33.04791,21.37113,22.31812,48.89798,40.72785,41.75091,15.73396,25.99597,49.43395,37.33492
4208.36401,3135.88095,2081.81310,2135.29110,28.59187,34.35493,2129.63796,47.02497,45.48788,4204.50997,3132.33209,4180.33791,4196.36703,3123.96288,2069.10491,189.94904,21.58904,21.35205,57.02305,71.85698,33.59294,24.88589,22.60399,57.89995,40.94100,41.74781,17.68208,26.09110,33.65278,37.39810
4129.78292,3057.30391,2003.23486,4132.66897,3060.31919,2005.05114,4127.98023,3055.43804,2000.41008,4127.60592,3055.42803,4103.43599,4118.92605,3046.52405,1991.66894,190.29212,69.66901,82.34596,57.40118,72.02315,33.92100,45.42518,51.56493,58.08306,41.11600,41.75401,32.43399,33.44107,33.68998,37.45604
4076.79200,3004.31514,1950.24800,4079.38600,3007.03907,1951.77412,4074.96500,3002.42090,1947.39604,4074.65601,3002.47788,4050.48895,4065.78112,2993.37816,1938.52496,190.64713,69.80205,82.54504,57.82509,72.08085,34.15298,46.19288,52.01006,58.26497,41.35585,41.75496,32.46808,33.44297,33.73194,38.24592
3979.47598,2907.00102,1852.93603,3981.99391,2909.64699,1854.38800,3977.60296,2905.05981,1850.03686,3977.20695,2905.02882,3953.03988,3968.51206,2896.10815,1841.25805,190.90295,70.59097,82.66211,58.17580,72.06917,34.39593,46.40794,52.44994,58.67505,41.50510,41.75305,32.49216,35.13408,33.76508,40.70902
3886.01804,2813.54594,1759.48095,3888.36288,2816.01691,1760.75888,3884.22012,2811.67698,1756.65712,3883.97789,2811.79786,3859.81107,3875.11706,2802.71411,1747.86711,191.15710,72.35193,83.01997,58.61998,72.06106,34.61790,46.89503,56.10585,59.00311,41.70990,41.75210,32.51600,35.29310,33.80489,40.87305
3795.52889,2723.05989,1668.99586,3797.70088,2725.35396,1670.09807,3793.88499,2721.33994,1666.32509,3793.66899,2721.48800,3769.50312,3784.78980,2712.38780,1657.54390,191.51306,72.37101,83.13179,58.99405,72.08490,34.86991,47.13607,56.40697,59.48091,41.94093,41.76211,32.58419,35.64095,34.54399,40.88402
3740.10706,2667.63997,1613.57808,3742.03587,2669.68989,1614.43591,3738.60693,2666.06188,1611.04894,3738.38687,2666.20588,3714.22291,3729.62689,2657.22489,1602.38504,191.86211,72.42513,83.16779,59.72505,72.11995,35.08806,47.34802,56.69904,59.88693,43.14113,41.76211,32.84621,35.64000,34.58595,41.06188
3685.81200,2613.34515,1559.28397,3687.52193,2615.17596,1559.92508,3684.38816,2611.84406,1556.83398,3684.25488,2612.07294,3660.09092,3675.49992,2603.09887,1548.26188,192.14392,72.50595,83.30202,60.10008,67.82198,35.32505,47.83297,56.81801,60.35399,43.37120,41.76712,33.00309,35.74109,34.61695,41.19301
3639.65082,2567.18588,1513.12590,3640.98597,2568.64214,1513.39102,3638.11612,2565.57107,1510.56504,3637.92205,2565.74011,3613.76119,3629.31800,2556.91814,1502.08402,192.46387,72.58797,83.46200,60.46009,67.85011,35.49099,48.07401,56.88095,60.52709,43.57815,41.77308,33.06198,35.77781,34.64103,41.20803
3577.55995,2505.09810,1451.03812,3578.45092,2506.10590,1450.86098,3576.16711,2503.62206,1448.62008,3575.58608,2503.40414,3551.42808,3567.21306,2494.81320,1439.98218,192.82198,72.27206,83.62103,60.74095,67.95120,35.81882,48.28882,57.86395,60.91285,43.81704,42.77587,33.16998,35.83312,34.66606,41.21089
3482.47886,2410.02083,1355.96085,3483.20699,2410.86411,1355.62015,3481.20117,2408.65612,1353.65820,3480.34406,2408.16116,3456.18820,3472.31293,2399.91403,1345.08586,70.72711,72.33500,83.73690,61.02896,68.05396,36.03697,48.48886,58.29096,61.08999,44.03901,42.80686,33.19192,36.47208,34.66797,41.20994
3380.28908,2307.83415,1253.77703,3381.16693,2308.82311,1253.58200,3379.01211,2306.46706,1251.47390,3378.21913,2306.03814,3354.06804,3370.16201,2297.76192,1242.93804,70.84990,72.42322,83.85706,61.30409,68.97521,36.45110,48.65503,59.46398,64.46791,44.25287,42.80496,33.31900,38.02609,34.66988,41.22996
3297.84298,2225.39091,1171.33403,3298.74897,2226.40491,1171.16809,3296.78011,2224.23506,1169.24405,3296.19002,2224.00808,3272.04299,3287.99391,2215.59286,1160.77304,70.96601,72.50905,83.97007,61.48219,69.25392,36.90720,48.84696,59.75199,64.50009,44.44504,42.79900,33.39601,38.03015,34.68394,41.37397
3210.40606,2137.95805,1083.90093,3211.45701,2139.11295,1083.87899,3209.59115,2137.04515,1082.05795,3209.05113,2136.86919,3184.90815,3200.78206,2128.38411,1073.56405,193.13884,72.63303,84.08809,61.55705,69.34690,37.12511,49.00908,60.02712,64.55898,44.66319,42.78994,33.47301,38.02800,34.69706,42.47785
3124.30906,2051.86391,997.80703,3125.37193,2053.02787,3101.53699,3123.43311,2050.88806,995.90302,3122.93005,2050.74692,3098.78898,3113.42597,2041.02707,986.21106,193.37988,72.72601,84.28502,61.72419,69.42296,37.30798,49.18504,60.10008,64.58998,44.84916,42.78612,82.79204,38.02109,35.09378,42.48500
3028.11503,1955.67298,901.61610,3029.15406,1956.81000,3005.31816,3027.11511,1954.56910,899.58715,3026.56198,1954.38004,3002.42186,3017.24005,1944.84115,890.02800,193.52102,72.76297,84.44405,61.85484,69.55886,37.34207,49.93105,60.17017,64.78810,45.05587,42.77897,82.87907,38.01107,35.10213,42.98902
2937.86097,1865.42106,811.36489,2938.77792,1866.43291,2914.93988,2936.96117,1864.41517,809.43608,2936.26094,1864.07804,2912.12082,2927.17695,1854.77901,799.96896,193.65096,72.96395,84.65910,61.98716,69.68999,37.63509,50.13895,60.27222,64.88991,45.24112,42.76800,82.92294,38.00297,35.10404,42.99688
2855.70407,1783.26797,729.21109,2856.66704,1784.32417,2832.82804,2854.87819,1782.33218,727.35620,2854.13599,1781.95190,2829.99802,2844.89799,1772.50004,717.69214,193.84789,192.69300,84.69009,62.16908,70.47892,43.23411,50.36092,60.47702,64.92805,45.44711,42.75894,82.96084,37.99486,35.11596,42.99688
2766.57295,1694.14401,640.08403,2767.83586,1695.49179,2743.99590,2766.00003,1693.45403,638.48090,2765.07092,1692.88898,2740.93485,2755.69987,1683.30193,628.49784,194.04483,192.81316,87.68892,62.28900,70.78910,43.46180,50.64797,60.61292,64.96716,45.63785,42.75203,83.18901,37.98795,35.45713,42.98902
2706.47192,1634.04584,579.98490,2707.26490,1634.92179,2683.42495,2706.07114,1633.52513,578.55606,2705.13797,1632.95412,2681.00309,2695.53804,1623.13914,568.33816,194.39793,74.03207,87.72111,62.42299,71.13886,43.66803,50.81701,60.81009,65.00506,45.85195,43.05100,84.00917,37.97889,43.22791,42.98401
2586.24887,1513.82399,459.76305,2586.82799,1514.48488,2562.98590,2585.78181,1513.23795,458.27079,2585.01005,1512.82716,2560.87899,2575.08302,1502.68412,447.88718,194.58413,74.07904,87.74996,62.54220,71.34390,43.77508,51.01609,60.91809,65.03892,46.32092,43.07008,84.04803,37.96816,43.43009,42.97709
2455.16086,1382.74193,328.67789,2455.53398,1383.18992,2431.69093,2454.66995,1382.12609,327.16393,2453.96090,1381.77896,2429.82984,2443.97306,1371.57321,316.78009,195.83607,74.17679,87.77189,62.80017,193.08209,43.82300,51.24402,61.52296,65.10091,46.51594,43.07199,84.07807,37.94503,43.77508,42.97185
2372.16115,1299.74508,245.68105,2372.69497,1300.35186,2348.85192,2371.71912,1299.17407,244.21501,2370.87893,1298.69795,2346.74788,2360.73208,1288.33413,233.54316,196.00916,74.23997,87.79001,62.98614,193.14885,43.91479,51.48697,62.24298,65.13596,47.27101,43.07413,94.41400,37.95099,44.02304,42.99402
2275.90013,1203.48811,2252.13194,2276.36099,1204.01883,2252.51698,2275.60282,1203.05896,2250.75078,2274.89996,1202.71802,2250.76699,2264.31394,1191.91790,137.13002,54.05593,70.67490,27.56596,63.12799,193.22300,67.30509,51.69797,62.94179,65.19508,48.26093,31.91805,94.54513,29.55890,44.13104,42.99498
2140.62095,1068.21299,2116.85395,2140.95521,1068.61401,2117.10906,2140.66291,1068.12000,2115.81588,2139.85896,1067.67797,2115.72480,2129.06194,1056.66399,2104.87890,54.64196,70.69898,34.22904,63.34496,46.53502,67.49392,52.13904,63.13086,65.23204,50.18616,31.93092,94.65408,31.46791,55.31216,31.68797
2059.63492,987.23197,2035.87103,2059.77702,987.43486,2035.93087,2059.40604,986.86218,2034.56020,2058.02107,3256.64091,2033.88596,2047.76382,975.36397,2023.58294,55.04394,70.72902,39.27302,191.61916,46.74196,67.76500,52.58512,63.78388,35.83002,50.34995,31.92711,94.69795,31.56996,62.78396,31.71015
1972.65792,900.25997,1948.89688,1972.67008,900.32792,1948.82298,2067.83700,898.96703,1946.66505,1971.09389,3169.71612,1946.95997,2057.30414,887.95710,1936.17821,55.49788,72.70217,21.78621,191.75911,25.56801,67.95001,53.02811,63.95388,35.95209,50.46511,31.96597,94.83409,31.64411,62.87694,31.74591
1852.43797,780.04408,1828.67813,1852.41604,780.07388,1828.56703,1947.02196,778.15008,1825.85001,1850.58212,3049.20197,1826.44606,1936.64694,767.29894,1815.52386,56.03909,73.37499,21.85798,191.79702,25.77090,68.13788,53.68710,64.58402,36.08799,58.74610,32.00316,94.85102,31.69298,62.91008,31.76689
1728.96600,656.57496,1705.20711,1729.27904,656.93593,1705.42884,1823.87185,654.99783,1702.70085,1727.27799,2925.89784,1703.14002,1813.57098,644.22202,1692.45195,56.53405,65.92107,21.93689,191.86211,25.97690,68.22300,53.88999,64.78810,36.21888,58.78305,33.40411,94.97094,31.77691,62.94203,31.79002
1686.67221,614.28308,1662.91213,1687.04987,614.70699,1663.19895,1781.70490,612.83088,1660.53605,1684.93795,2883.55780,1660.79783,1771.41309,602.06509,1650.29597,57.17897,66.02788,21.98410,191.92290,26.13807,68.32910,54.20494,64.88013,36.33404,58.86817,33.45084,94.98787,31.81815,62.96802,31.80790
1552.36411,479.97499,1528.60498,1552.73390,480.39103,1528.88107,1647.48001,478.60503,1526.31211,1550.53902,2749.15981,1526.39985,1637.27093,467.92197,1516.15691,57.50799,74.23401,22.17007,191.95890,26.25608,68.51387,54.39305,65.34982,36.46898,58.92301,33.48613,95.10303,31.85701,63.00092,31.82793
1453.27711,380.89108,1429.52013,1453.54986,381.20794,1429.69704,1548.23685,379.36187,1427.07086,1451.51401,2650.13385,1427.37293,1537.97793,368.62898,1416.86583,57.90305,74.28598,22.23396,192.05308,26.35980,68.55202,54.61907,65.37795,36.58986,59.00598,33.51998,95.16811,31.89707,65.73510,31.83103
1373.87204,301.49293,1350.11792,1374.24684,301.90587,1350.39186,1468.99819,300.12298,1347.83411,1372.37310,2570.99295,1348.23203,1458.62198,289.27207,1337.51011,58.13813,74.35703,22.40396,192.14392,26.47614,68.65692,54.81315,65.50884,36.71598,59.06296,33.55598,95.38889,31.93498,65.78588,31.85296
1328.28498,255.91898,1304.53396,1328.79519,256.45304,1304.93712,1423.75422,254.88019,1302.59109,1327.22998,2525.85101,1303.08914,1413.61308,244.26198,1292.50216,58.42495,74.42188,22.52316,192.24095,27.48895,68.75610,55.02510,66.18714,36.79180,59.13186,33.58889,95.48092,31.97598,65.80901,31.87203
1273.95010,201.58696,1250.19908,1274.51706,202.17490,1250.65899,1369.51399,200.64020,1248.35205,1272.99500,2471.61508,1248.85321,1359.62605,190.27615,1238.51705,59.29613,74.54801,22.64404,84.60999,27.67515,68.79210,55.23205,66.30707,36.82709,59.43108,33.62203,95.64018,32.01199,65.81616,31.88491
1176.88012,104.51818,1153.13005,1177.41799,105.07607,1153.56112,1271.23594,2373.45195,1150.07615,1174.59893,2373.21901,1150.45595,1262.38203,93.03212,1141.27493,59.77392,74.58901,24.21904,84.81979,27.76289,68.82215,55.45807,39.61682,36.86500,59.88812,33.66494,95.79515,44.91591,65.82403,31.92806
1082.94511,2282.20010,1059.19909,1083.37593,2282.04393,1128.22986,1177.02699,2279.24418,1055.86815,1080.50394,2279.12402,1056.36001,1168.07103,2269.79399,1046.96393,67.73996,193.28809,24.30797,84.95593,28.16582,37.01305,35.05111,39.86907,36.89504,34.55114,56.97393,152.55189,45.18294,65.83500,57.93786
947.07704,2146.33203,923.33198,947.44897,2146.11697,992.30289,1040.99584,2143.21399,919.83795,944.40198,2143.02301,920.25805,1032.01199,2133.73613,910.90608,70.71400,193.32290,24.46413,85.27088,28.22495,37.20617,35.19583,40.18617,36.93414,34.65796,57.36017,152.60911,45.37988,65.83786,57.98101
835.74080,2034.99603,880.96094,2006.44112,2034.26504,921.76819,929.98791,2032.20606,808.83193,2003.90315,2104.50506,919.22021,1995.14699,2022.71605,942.19995,80.25098,23.11707,24.62697,23.28205,26.36695,37.34088,35.34007,40.50803,25.28214,10.86807,42.24992,21.89803,45.47715,29.30093,23.29493
769.66000,1968.91499,814.88013,1941.03503,1968.85490,856.36091,864.76517,1966.98117,743.60800,1938.57908,2039.18695,853.89805,1930.19199,1957.76010,877.24614,80.25098,23.16904,24.80006,23.29302,26.59488,37.49394,35.46596,40.80200,25.34389,10.91409,42.29021,22.22300,45.69006,29.36196,26.04508
713.36818,1912.62102,758.58712,1884.81498,1912.63103,800.13800,808.47597,1910.69198,687.31999,1882.22885,1982.84197,797.55092,1874.07994,1901.64590,821.13194,80.26910,23.19193,24.96099,23.30399,26.69716,37.78481,35.60615,41.03303,25.38085,10.95295,42.32001,29.90603,45.78209,29.48594,26.08800
649.07503,1848.32883,694.29398,1820.58311,1848.39511,735.90493,744.44604,1846.66204,623.29102,1818.04895,1918.66302,733.37102,1810.08697,1837.65101,757.13801,80.29413,23.21887,25.12503,23.41795,27.00877,37.82392,35.73704,41.90993,25.41208,10.99992,48.71917,29.97303,46.10610,29.50907,26.13902
555.58610,1754.83990,600.80504,1727.23103,1755.04494,642.55404,651.15809,1753.37410,530.00712,1724.73717,1825.35100,640.05709,1716.98904,1744.55309,664.04009,73.54307,23.27394,25.22182,23.90695,27.26817,37.86898,35.86912,42.24491,25.42686,9.76706,51.13292,30.19691,46.20099,35.40301,26.17598
491.19806,1690.45186,536.41605,1663.00988,1690.82403,578.33409,586.93004,1689.14700,465.78097,1660.43901,1761.05213,575.75703,1652.71783,1680.28092,599.76888,73.70090,23.28801,25.30694,24.04594,27.40908,38.05900,35.98905,42.33193,25.46597,9.83500,51.21899,30.23696,46.27705,35.55393,26.21603
415.20596,1614.45999,460.42299,2530.60102,1614.71319,2813.03501,510.72311,1612.94007,389.57500,1584.44500,1685.05788,499.76301,1576.83992,1604.40302,523.89002,75.97685,26.72315,25.32792,24.80602,27.63104,38.10191,50.89903,42.51218,25.50292,9.95517,51.40209,28.41282,57.25598,35.72011,26.32594
311.24997,1510.50401,356.46820,2426.52822,1510.63800,2708.96506,406.69608,1508.91209,285.54893,1480.57914,1581.19297,395.89500,1472.78810,1500.35095,419.83700,76.25699,26.73507,25.44594,24.89185,27.77696,38.14697,50.93193,42.73701,25.56396,10.04982,53.85613,28.72801,57.40285,35.93397,26.37315
191.83493,1391.08896,237.05196,2306.95009,1391.05892,2589.38813,287.59313,1389.81009,166.44716,1361.30095,1461.91406,276.61395,1353.29914,1380.86200,300.34804,89.52689,26.72100,25.75493,24.90020,27.99702,38.28382,50.95983,42.81902,25.59400,10.25295,53.92718,29.06299,57.54685,36.19099,26.51501
66.72597,1265.98096,111.94301,2181.67996,1265.78903,2464.11991,162.53901,1264.75596,41.39495,1236.09304,1336.70712,151.40390,1227.90694,1255.46885,174.95489,89.56218,26.70312,25.95282,24.90783,28.13792,38.42497,50.98605,42.93609,25.62785,10.35500,54.01492,29.34504,57.63721,38.23400,26.56579
22.76897,1222.02611,67.98792,2137.72702,1221.83418,2420.16721,1192.68513,1220.70312,164.75916,1192.07287,1292.68503,107.38182,1183.31409,1210.87503,130.36108,89.67805,26.69406,23.74697,24.92619,28.29909,38.51008,51.00894,43.07604,25.66504,10.49709,54.08883,29.67787,22.36485,38.32483,26.63898
1058.79188,1086.78985,54.49986,2004.16780,1088.27400,2286.61084,1058.35199,1086.36904,30.42889,2002.92301,1185.94098,2285.45904,1992.78307,1076.97821,2275.21110,23.20504,26.68786,23.95606,27.09389,23.45109,38.64813,51.03612,43.15400,25.19703,40.82298,23.66996,30.95293,22.45116,37.11104,25.98906
1014.61601,1042.61494,56.11706,1961.15923,1045.26401,2243.60323,1015.20109,1043.21694,33.68902,1959.49697,1142.52210,2242.02895,1949.45097,1033.64491,2231.89187,23.26918,26.67618,24.67513,27.13108,23.84901,38.82790,51.06902,43.25199,25.25997,40.89618,23.28420,30.98488,22.43400,37.17399,26.06010
1869.17996,953.42088,2151.62706,1872.04003,956.14290,2154.48689,1869.77983,954.09489,2152.41504,1870.06497,1053.09296,2152.59409,1859.77006,943.96210,2142.21215,34.78289,27.31705,27.04692,27.37212,24.06001,39.21008,51.09382,43.52403,25.55418,41.09788,32.33099,31.43215,39.09802,37.24098,26.07894
1746.94705,831.17914,2029.38509,1749.85194,833.95290,2032.29809,1747.51210,831.82502,2030.14612,1747.81203,930.84621,2030.33900,1737.68401,821.87605,2020.12610,34.86013,29.07205,27.12488,27.39406,24.22404,39.29996,51.11313,43.60604,25.57492,41.34202,34.84297,31.45695,39.20388,37.36401,26.10111
1695.84894,780.07889,1978.28698,1698.81988,782.91988,1981.26698,1696.28501,780.59602,1978.91903,1696.68603,879.72283,1979.20990,1686.72419,770.92218,1969.16604,35.04610,29.11091,29.66905,27.41599,24.31917,41.41498,51.13292,43.72907,25.58494,41.44001,34.88111,32.30691,39.26301,37.48298,26.13401
1651.74699,735.97693,1934.18694,3692.41500,909.12509,1980.84807,1652.11391,736.42588,1934.74889,1652.67992,835.72078,1935.20188,1642.84301,727.04101,1925.28510,35.24303,34.45005,32.33504,27.45819,24.46914,41.71920,25.40612,43.81800,25.60401,41.72397,34.90281,22.97711,39.40701,37.60505,26.16811
3574.12887,668.33591,1819.13686,3576.96295,793.67900,1865.39698,3575.17004,621.40203,1819.72599,1537.72306,720.76893,1820.24693,1527.75407,1917.87410,1810.20212,30.65586,34.49893,48.34390,27.64392,34.18207,21.85702,25.43306,44.08002,25.88701,21.66915,34.91998,23.06104,40.54809,37.87708,26.19791
3516.90984,611.11689,1761.91902,3519.48810,736.20796,1807.92308,3517.75599,563.98892,1762.31408,1480.46303,663.51414,1762.98714,1470.57199,1860.69298,1753.02291,33.11419,34.54804,49.51715,27.67897,34.29103,22.05491,25.40708,44.52014,25.92492,21.83104,34.93381,23.09585,44.77191,38.00821,26.23200
3460.58297,554.79097,1705.59502,3463.21702,679.93999,1751.65200,3461.38597,507.61890,1705.94287,1424.14689,607.20086,1706.67005,1414.26206,1804.37994,1696.71798,33.19502,34.59406,49.62611,27.79102,34.39188,22.33100,25.56109,45.49193,25.96116,21.95096,34.95097,23.12398,44.98911,38.08498,26.27301
3401.42989,495.63503,1646.44098,3404.01602,620.74184,1692.45195,3402.19593,448.42792,1646.75307,1364.97998,548.04087,1647.50504,1355.00789,1745.12291,1637.46595,33.26201,34.64890,49.63207,27.82106,34.57594,22.56513,25.74396,45.49503,26.02410,23.42796,34.96099,23.15092,45.19105,38.42998,26.30305
3262.18486,356.39000,1507.19690,3264.70399,481.43601,1553.14112,3262.93302,309.16595,1507.49207,1225.73090,408.79488,1508.26597,1215.62600,1605.73888,1498.08788,33.32400,34.71112,49.74508,27.94909,34.61003,23.46206,25.74682,45.49789,26.21508,23.47207,36.01480,23.17905,45.26997,38.47909,26.33810
3203.91989,298.12407,1448.93193,3206.51388,423.25091,1494.95196,3204.67997,250.91290,1449.23902,1167.54794,350.61908,1450.08397,1157.03607,1547.14894,1439.49890,33.38289,34.76286,49.74985,28.00202,34.71088,23.53883,25.74301,45.51291,26.26300,23.50497,36.23509,23.19694,45.31002,38.61094,26.37792
3152.67611,246.87910,1397.68910,3155.25603,371.99616,1443.69411,3153.48005,199.71299,1398.04006,1116.43195,299.50690,1398.96989,1105.76010,1495.87297,1388.22699,33.44321,34.80887,49.81208,28.40996,34.77502,25.58517,25.74205,46.84687,26.40605,23.52285,36.37505,23.22388,45.35007,38.91087,26.93295
3055.36008,149.55521,1300.36712,3058.08783,274.83082,1346.52686,3056.12612,102.35691,1300.68612,3057.17683,202.45981,1393.51797,1008.75592,1398.86689,1291.22400,33.49996,34.85799,50.27819,48.23399,34.93309,25.61307,25.83814,47.54591,26.49498,23.54288,36.55696,23.26894,45.38298,21.41500,27.01306
2992.26284,86.44795,1237.25891,2995.88990,212.63790,1284.32989,2993.07084,39.30187,1237.63299,2994.78793,140.07497,1331.13194,946.68198,1336.79199,1229.15196,33.55718,34.90806,50.27819,48.26283,34.95789,25.62904,26.05700,47.75500,26.60680,23.55981,36.77917,23.29206,45.43710,21.45910,27.11892
2935.27794,29.45995,1180.27186,2940.79590,157.54890,1229.23589,2936.58590,129.14610,1181.14805,2935.10294,80.39498,1271.44909,888.53812,1278.64790,1171.01002,33.61297,34.95193,50.27699,48.30313,35.03299,25.64287,26.12305,25.00510,26.69692,23.58198,36.93700,23.33379,45.47811,21.66700,27.21596
2855.99113,25.86699,1100.98314,2865.02910,81.78711,1153.47099,2859.15899,51.72515,1103.72210,2851.90797,1281.52800,1279.10304,812.47211,1202.58117,1094.94710,33.67591,34.99889,50.27604,48.34390,35.11691,23.76604,26.59202,25.03991,22.21608,23.61417,37.12702,23.36979,45.50886,25.42782,27.37713
2738.00182,1090.43694,982.99193,2747.10298,1126.81389,1035.54487,2740.58199,1092.43298,985.14605,2733.78801,1163.40899,1160.98309,694.38505,1084.49197,976.86100,33.73194,35.04300,50.28296,48.37704,35.19487,24.51086,21.60382,27.62294,22.28999,23.65208,37.30106,27.67301,45.69316,25.43187,27.80199
