# p1 - c1 sync,p1 - c2 sync,p1 - c3 sync,p2 - c1 sync,p2 - c2 sync,p2 - c3 sync,p3 - c1 sync,p3 - c2 sync,p3 - c3 sync,p4 - c1 sync,p4 - c2 sync,p4 - c3 sync,p5 - c1 sync,p5 - c2 sync,p5 - c3 sync,c1 - p1,c1 - p2,c1 - p3,c1 - p4,c1 - p5,c2 - p1,c2 - p2,c2 - p3,c2 - p4,c2 - p5,c3 - p1,c3 - p2,c3 - p3,c3 - p4,c3 - p5
2662.59003,1015.02204,907.57799,2671.78607,1051.49794,960.22987,2665.60698,1017.45415,910.17103,2658.37193,1087.99481,1085.56890,619.28296,1009.38702,901.76201,33.81586,35.09378,50.33207,48.41805,35.27594,24.55497,21.67702,27.63391,22.77112,23.67496,38.28096,27.72999,45.79091,26.20006,28.18704
2592.20600,944.63706,837.19301,2601.73106,981.44293,890.17487,2595.47400,947.31998,840.03901,2587.87990,1017.50398,1015.07688,548.79785,966.47501,875.20599,33.87022,35.14504,50.75884,48.45405,35.34508,24.59407,21.80505,27.64106,23.23699,25.66195,38.68794,27.76289,47.18304,26.58987,23.42796
2537.93192,890.35892,782.91488,2548.83313,928.54500,837.27813,2540.96603,946.63000,967.87119,2534.81913,964.44511,962.01801,495.98098,963.58514,937.27112,33.91981,47.54210,50.80295,49.20816,35.41088,24.62196,21.84987,24.61410,24.78719,21.96312,38.78117,27.79508,2.97904,27.08197,22.81618
2438.74407,791.16797,683.72488,2449.67794,829.39005,738.12389,2441.92481,847.59402,868.82901,2435.66704,865.29303,862.86497,396.94786,864.55393,838.23991,33.96797,47.64509,52.74415,49.41297,35.49004,24.73688,22.02106,24.65296,24.90211,22.16315,40.19094,27.82083,3.04890,27.13394,22.85814
2386.33204,738.75189,631.30784,2397.35389,777.06599,685.79984,2389.71186,795.38488,816.61701,2383.30102,812.92796,810.50086,344.81883,812.42490,786.11183,34.02090,47.71304,52.75702,49.44611,35.78591,25.86198,22.06087,24.66798,25.00200,22.59111,40.28106,27.86803,3.48997,27.21500,22.87698
2343.96195,696.37990,588.93585,2354.74396,734.45606,643.18991,2347.28885,752.96593,774.19496,2340.85512,770.48206,768.05615,302.55079,770.15686,743.84499,34.07288,47.77288,52.75106,49.54505,35.97403,25.86293,22.21799,24.66512,25.86198,23.00406,40.36784,27.90689,3.64804,27.92907,22.88699
2226.72510,579.13899,471.69614,2237.49900,617.21206,525.94590,2229.94304,635.62298,682.16515,2223.86599,653.49603,651.06821,185.45198,653.05781,626.74594,34.12700,47.83201,52.74606,49.57795,36.10897,25.84815,22.26090,24.65510,25.89917,23.19407,40.64703,27.92501,24.17302,27.92788,22.87793
2151.61490,504.02784,396.58499,2162.23598,541.94808,450.68407,2154.58703,560.26816,606.81415,2148.75197,578.38297,575.95515,110.28004,577.88396,551.57399,34.17277,47.88995,52.74296,49.61205,36.13806,25.83313,22.29500,24.64199,25.93398,23.28300,40.67683,27.95911,24.22309,28.03612,22.88485
2074.30100,426.71108,319.26799,2084.90896,464.62107,373.35706,2077.34489,483.02794,529.57392,2071.68007,501.31106,498.88301,33.14590,500.74887,474.43891,34.22117,47.94192,52.74510,49.64399,36.13806,25.82192,23.26083,24.62912,25.96211,23.34905,40.70210,27.97890,24.24598,28.02515,22.88389
1995.36300,347.77188,309.07702,2005.56612,385.27894,294.01517,1998.60096,404.28400,450.82998,1992.70320,1578.54414,1698.04716,1992.53798,421.98300,419.53015,34.27505,47.99008,52.73604,49.68596,50.64297,25.79999,23.33403,24.62316,28.50294,21.44289,23.42296,27.98390,24.25194,22.48883,24.09601
1943.45212,295.85814,257.16805,1953.37200,333.07719,241.81199,1946.61212,352.29611,398.84400,1940.74798,1526.59297,1646.09313,1940.75513,370.19897,367.74802,34.30510,48.03610,52.72603,49.71600,50.66800,25.81716,23.77605,26.79110,30.98607,29.15406,23.48113,27.99511,24.23501,22.65787,31.58712
1815.25207,167.65404,128.97015,1825.03009,204.73719,113.47318,1818.33816,224.02310,270.57314,1812.56104,1398.40794,1517.90380,1812.58607,242.02991,239.57992,34.35016,48.09093,52.71816,49.75104,50.68493,25.84195,23.80395,26.83210,31.58617,29.18410,23.92983,28.02110,24.23310,22.75991,32.31502
1765.94996,118.35003,79.66900,1775.73395,155.44510,64.17894,1769.04488,174.73006,221.28105,1763.27896,1349.13111,1468.62507,1763.34214,192.78407,190.33504,34.39617,48.14696,52.70195,49.78395,50.69518,25.86412,23.83399,26.86501,31.57306,29.21200,24.36090,28.04899,24.28102,23.09918,32.33624
1655.76005,112.41794,15.28406,1665.55405,45.26615,46.71693,1658.66613,64.35108,110.90207,1653.20492,1239.05993,1358.55508,1653.31411,82.75604,80.30820,34.44219,48.20180,53.50900,49.81184,50.68803,21.55399,26.72100,26.88718,31.79407,29.37913,23.16189,25.50292,24.31607,23.12803,32.34696
1525.92397,1112.07986,1231.59099,1534.70111,1120.93496,1240.37194,1528.77903,1114.55584,1234.00092,1521.86298,1107.72014,1227.21815,1523.34809,1109.24315,1228.69396,34.49011,48.25807,53.52497,49.84903,50.68612,26.66688,27.71902,31.58808,31.78596,30.11489,21.99912,26.13688,25.91109,25.89202,25.99716
1428.66087,1014.82391,1134.33290,1437.19101,1023.43202,1142.86900,1431.99921,1017.78007,1137.22205,1425.04692,1010.90693,1130.40590,1426.12100,1012.02011,1131.46996,34.54304,48.30909,53.51901,49.87907,50.68493,26.69811,28.55706,32.35412,31.79002,30.38502,22.23897,26.15499,25.96283,25.92802,26.04795
1337.49580,923.66290,1043.16998,1345.71099,931.95891,1051.39589,1341.03513,926.81503,1046.25511,1333.84800,919.70992,1039.21199,1334.83505,920.73989,1040.18903,34.58619,48.35105,53.52497,49.91007,50.91882,26.69287,28.87893,32.35698,31.86607,30.38192,22.45498,26.17598,26.05486,25.95210,26.11303
1229.12979,2038.65385,1935.22501,1238.45506,824.71013,944.14711,1234.11894,819.90504,939.34512,1226.92323,812.78801,932.29222,2497.45107,2065.65309,1962.53514,49.53313,48.39110,53.50804,49.94798,24.76692,22.50504,28.88894,32.40991,32.13716,26.71003,21.95787,26.22104,26.07012,25.97404,27.11201
1162.89902,1972.44906,1868.99495,1172.36900,2010.33401,1907.23205,1225.67892,1977.43106,1873.70586,1160.93183,746.79995,866.30392,2431.56004,1999.75991,1896.64102,49.57414,49.70002,26.21198,49.98016,25.14410,22.85004,22.47095,24.61219,32.13501,26.73411,22.03202,24.48392,25.64597,25.99096,27.22001
1031.73089,1841.31289,1737.82587,1040.31992,1878.28803,1775.18511,1094.32507,1846.09914,1742.35201,1029.66690,615.54098,735.03995,2300.43602,1868.63494,1765.51485,49.61085,49.74389,26.25895,50.01402,25.33102,23.07105,26.35002,24.67704,32.12595,26.75915,22.41302,24.58286,25.88201,26.00908,27.78411
908.67209,1718.28008,1614.76707,917.03081,1754.99892,1651.89600,970.82996,1722.62692,1618.85595,906.22520,492.10405,611.59611,2177.19102,1745.38898,1642.27009,49.64995,49.90196,26.32618,50.04501,25.54202,23.27800,26.38102,24.76096,32.11999,26.79086,22.44687,24.60790,25.93708,26.02887,30.95794
826.68805,1636.32011,1532.78208,834.79118,1672.75906,1569.65399,888.58294,1640.40399,1536.60893,824.05019,409.93404,529.42109,2094.99311,1663.18297,1560.06312,49.69501,52.21677,26.38984,50.12298,25.80810,23.54407,26.38507,24.83296,32.22585,26.80802,22.53819,24.63102,26.05510,26.03698,31.08597
777.52090,1587.17299,1483.61087,785.34889,1623.31796,1520.21408,839.35094,1591.19582,1487.37502,774.72806,360.61692,480.09801,2045.80402,1613.99388,1510.87093,49.73602,52.25706,26.44181,50.15802,26.14188,23.57697,26.38793,24.92380,32.27592,27.44699,22.81904,24.64294,26.12615,26.05200,31.16417
656.42691,1466.10188,1362.51688,663.91611,1501.88398,1398.77892,718.31918,1470.18909,1366.34302,653.52082,239.41684,358.89101,1924.41297,1492.60187,1389.47606,49.77512,52.28996,26.66092,50.29511,26.44396,23.70811,26.39008,24.95599,32.28784,27.75812,23.36693,24.65796,26.28016,26.06606,31.28505
591.40587,1401.10397,1297.49393,598.60706,1436.57494,1333.46987,653.15318,1405.04718,1301.17702,588.35816,174.25704,293.72907,1859.16686,1427.35386,1324.22686,49.81804,56.92697,26.84498,50.32802,26.49283,23.79298,26.42703,25.05803,32.30786,27.84991,23.77796,24.67704,26.41892,26.08490,31.31413
532.27592,1341.99691,1238.36398,539.46710,1377.43306,1274.32704,594.02490,1345.93892,1242.04898,529.16694,115.07297,234.53808,1800.03786,1368.22295,1265.09404,49.86191,56.95796,27.06099,50.47512,26.91889,23.87714,26.46184,25.15316,32.34506,27.95196,23.95105,24.71495,26.47686,26.12901,31.32892
490.06701,1299.81089,1196.15412,497.42508,1335.39295,1232.28502,551.75400,1303.67208,1199.77713,486.89985,72.80993,192.27004,1757.97701,1326.16186,1223.02890,49.90697,56.98109,27.15993,50.55690,26.95894,24.30892,26.49188,25.24304,32.40204,28.04494,24.15991,24.74785,26.61085,26.25513,31.35800
437.82210,1247.58911,1143.90802,445.19520,1283.16307,1180.05419,499.42303,1251.34397,1147.44616,434.67283,20.58887,140.04302,1705.73306,1273.91696,1170.78090,49.94583,57.00588,27.95410,50.62008,26.99089,24.33109,26.51906,25.23899,32.43899,28.15890,24.29390,24.78504,26.74198,26.37601,31.38900
294.80791,1104.59900,1000.89288,303.87998,1141.84785,1038.73897,358.16407,1110.08716,1006.18601,380.14698,1077.75903,976.10211,1564.62193,1132.80487,1029.66690,49.98493,57.02901,28.60308,24.56713,27.03404,24.36614,26.53289,25.27595,21.40403,28.25809,24.94812,24.81890,26.87311,21.37303,31.41904
275.74992,1027.47893,923.74802,226.30310,1064.27193,961.16304,280.81203,1032.73606,928.83301,302.12498,1000.55289,921.50593,1487.55789,1055.73893,952.59786,26.12400,57.04999,28.61309,25.09093,27.07410,24.44100,26.55506,25.33007,21.20209,28.32103,25.15197,24.85299,27.38905,29.54602,31.44717
175.50015,1027.23908,794.81101,97.20302,935.17303,832.06201,151.48211,903.40900,828.48215,1355.88288,870.95690,1971.57192,1358.37007,926.54896,823.40503,22.01486,57.07002,28.62406,28.69391,27.97103,21.96503,26.57104,25.35987,26.59297,28.44596,25.29693,24.89495,24.57309,23.28610,31.47411
31.83198,883.57902,651.14403,64.02516,791.08405,687.97112,1222.43500,762.23803,687.30092,1213.72104,728.79505,1829.41604,1213.94897,782.12595,678.98083,22.12405,23.57006,35.07590,28.77498,27.99392,22.68100,26.58606,28.88703,26.64495,28.53179,25.92421,24.93787,25.24805,23.32807,31.50201
1142.32898,810.64606,578.20606,1149.43600,717.42892,614.31384,1148.96488,688.76886,613.82580,1139.20617,654.28114,1754.90403,1140.94400,709.12004,605.97110,33.70500,28.98812,35.13598,28.85413,28.01299,22.72391,26.60084,28.90682,26.67999,28.61190,30.04193,30.93600,30.39694,23.32401,31.52800
1034.07311,702.39091,469.94805,1041.12697,609.12299,506.00505,1040.86185,580.66583,505.71990,1030.86495,545.94111,1646.56711,1032.91488,601.09091,497.93983,34.27410,29.19698,35.21204,28.87511,28.02610,22.74108,26.61920,28.91517,26.71599,28.65815,30.07507,31.02493,30.49397,23.33403,31.54683
969.70701,638.02695,405.57909,976.87006,544.86799,441.74814,976.79400,516.59703,441.64681,966.45713,481.53400,1582.16310,968.60790,536.78393,433.62904,34.34396,33.11992,35.30192,28.99194,28.04899,22.78209,26.64995,28.90301,26.75104,28.71799,30.10321,31.09217,30.56502,23.63300,31.55708
885.63490,553.95484,321.50388,892.80009,460.79993,357.68008,892.89904,432.70206,357.74803,882.14612,397.22395,1497.85399,884.47905,452.65293,349.49493,34.63697,33.21409,35.35891,29.02007,28.31411,22.80903,26.66903,28.89109,26.79205,29.23799,30.14088,31.30889,30.61199,23.66185,31.57091
776.74603,445.06693,212.61001,783.69999,351.70197,248.58308,783.81801,323.61913,248.66104,772.97091,288.04898,1388.68308,775.28906,343.46414,240.30209,34.69801,33.27918,35.42709,33.06794,28.33700,22.85385,26.68786,28.90086,26.83401,29.29711,30.17807,31.34084,30.67207,23.88000,31.58712
635.59699,303.92003,71.45810,641.98804,262.92109,1257.70593,642.45009,182.25002,1258.22997,631.86193,146.94190,1247.57886,633.93998,202.11387,98.94991,34.90591,33.45585,36.36694,33.19597,28.34988,22.88079,24.31011,31.44503,26.88313,29.63400,30.20716,24.14298,27.12202,24.11199,31.64601
547.56784,215.89303,1163.30981,557.78718,178.72500,1173.50817,558.30503,98.10495,1174.08609,547.53900,241.25290,1163.26189,547.36185,115.53884,1163.18107,35.67886,33.70094,36.44896,34.17802,28.52893,26.71313,24.32990,31.47984,22.20893,30.32899,25.91491,24.92309,27.13895,24.27912,25.48289
433.51078,101.83883,1049.25394,444.81802,65.76109,1060.54401,441.39600,39.46710,1057.17707,434.80682,128.52693,1050.53401,433.59804,78.58205,1049.42107,35.76708,33.74100,36.91220,34.24001,28.61309,27.06504,24.53494,23.28587,22.30501,24.29819,25.99192,25.18892,27.12798,24.41788,26.09015
352.92006,21.24619,968.66107,364.14194,82.06105,979.87103,363.36803,1131.08706,979.15006,356.73499,50.45986,972.46599,1602.72717,1148.82708,970.71314,35.84290,34.59620,37.03809,34.35111,24.67299,27.42195,24.47581,25.04897,22.37391,23.11897,26.01099,25.22087,27.11391,24.63102,32.51290
1539.62803,1085.86597,907.78208,303.11108,21.04092,918.84398,302.50788,1070.22786,918.28895,2752.25997,1116.37306,941.23101,1541.01992,1087.11791,909.00588,22.58706,34.65009,37.10604,28.55301,24.70899,25.11811,24.51611,25.08903,21.34013,25.34294,31.97598,25.24281,27.11391,21.89398,32.51791
1441.67900,987.91504,809.83210,2661.91006,999.04990,2221.06695,204.71001,972.42999,820.49203,2653.76902,1017.87996,842.74006,1443.17198,989.26806,811.15818,22.58992,35.33411,37.42290,28.55706,24.74213,25.16007,26.48187,25.10905,21.47198,25.36011,32.02200,22.28308,28.11003,23.28205,32.51696
1355.62301,901.85881,723.77586,2575.69909,912.84013,2134.85718,118.83616,886.55615,734.61914,2567.74807,931.85902,756.71721,1357.10621,903.20206,725.09408,22.59588,35.35104,37.45985,28.67913,24.74594,25.27499,29.87504,25.12193,21.51990,25.64406,32.04608,22.31598,28.80597,24.34397,32.51505
1225.52896,771.76499,593.68300,2445.73808,782.88007,2004.89807,1210.56008,756.64997,657.81403,2433.52008,797.63007,622.48707,2435.40502,2112.68401,3049.80302,22.60089,35.37011,23.36597,28.70297,28.75590,25.27308,29.91509,25.13003,21.70920,23.57507,32.07111,22.45307,22.95184,25.44117,26.07298
1139.47296,685.70805,507.62796,2359.52711,696.67006,1918.68901,1124.43900,670.52197,571.68698,2344.61594,708.72784,533.58197,2349.18022,2026.45516,2963.57512,22.61591,41.71801,23.39387,35.32910,28.81598,25.23279,30.12800,25.13909,21.75593,23.97799,32.08995,22.48502,23.29302,25.52414,26.13497
1097.16511,643.40115,465.32321,2317.11602,654.25897,1876.27912,1081.91299,627.99215,529.15502,2302.43301,666.54491,491.39905,2306.90098,1984.17306,2921.29302,22.62306,41.76903,23.49997,35.37798,28.83697,25.24090,30.15304,25.14887,21.89994,24.66106,32.10711,22.61186,23.89908,25.58398,26.16620
1017.86304,564.09812,386.02304,2237.79202,574.93591,1796.95702,1002.60210,548.67315,449.83602,2223.25897,587.36992,412.22405,2227.54002,1904.80709,2841.92705,22.65692,41.79096,23.67616,35.38895,28.85389,25.39492,30.17211,25.15602,22.29595,25.78807,32.10402,22.64094,23.95415,25.63620,26.18694
966.71987,512.95590,334.88178,2186.53297,523.67878,1745.69988,951.42102,497.48802,398.65208,2172.24908,536.36003,361.21511,2176.09692,1853.35898,2790.49206,22.67003,41.80098,23.69118,35.57897,28.87201,25.38991,30.34401,25.16508,23.58389,26.83091,32.10092,22.76993,24.74809,25.69509,26.20983
899.57094,445.80698,267.73500,2119.57192,456.71678,1678.73979,884.31406,430.37701,331.54106,2105.02601,469.13695,293.98894,2108.78897,1786.04603,2723.18006,23.69118,43.97106,23.69094,35.59184,28.88799,25.39992,30.37000,25.20204,23.71502,27.13895,32.09901,22.79902,26.91197,25.75397,26.23510
763.26585,309.50189,131.43206,1983.42919,320.57500,1542.60015,748.14796,294.20495,195.36805,1968.92810,333.04095,157.89008,1972.65315,1649.90401,2587.03899,23.70906,44.12603,23.66781,35.72893,28.90515,25.41018,30.39694,25.21992,23.98300,27.30989,32.09710,22.92395,26.93892,25.86389,26.24917
662.96697,209.20396,31.13508,1883.23808,220.38317,1442.40808,647.80092,193.85481,95.01481,1868.84999,232.96285,57.80983,1872.52808,1549.77489,2486.91201,23.71597,44.22688,23.65589,35.74705,28.92208,25.41995,30.70784,25.22922,24.22309,27.41790,32.09496,23.08202,26.93105,25.90895,26.26514
588.39512,134.63116,36.55505,1808.41708,145.56313,1367.58900,573.54093,119.59100,20.74790,1794.95597,159.06882,1354.19488,1796.72503,1473.96684,2411.10587,23.72408,44.24095,24.05906,35.75993,28.94020,25.42996,30.73311,25.23398,25.33102,27.52018,23.25487,23.31805,26.92103,21.71421,26.28708
544.99912,91.23516,1287.86016,1765.50508,102.65303,1324.68009,530.75409,76.79915,1299.53122,1752.19011,116.30201,1311.43212,1753.62897,1430.86481,2368.00480,23.74101,44.47794,24.35589,35.82406,28.95594,26.16882,30.89404,27.26412,25.45309,27.61889,21.94285,23.39911,22.87292,21.81792,26.30997
465.45386,63.62200,1208.32491,1686.55491,23.70095,1245.72992,451.87402,1336.66301,1220.64805,1672.49513,36.60703,1231.73904,1673.74992,1350.97790,2288.11789,23.74911,44.48891,26.43085,35.93016,28.97000,23.43178,30.96199,24.67608,26.23987,27.68993,22.36819,23.47398,24.26004,22.01486,26.34501
367.01393,1225.93784,1109.88998,1587.43405,1264.42003,2201.73693,353.95312,1238.73806,1122.72406,1574.49102,1224.47681,2188.77101,1575.03200,1252.25186,2189.39209,25.84600,47.09005,26.43204,42.67311,28.98598,24.34015,24.96910,24.83582,24.82200,27.61197,22.39799,28.92184,24.28508,28.02896,26.37887
305.76491,1164.68811,1048.64311,1526.22104,1203.20702,2140.52391,292.32121,1177.11616,1061.09405,1513.31019,1163.30099,2127.59018,1513.76605,1190.98496,2128.12614,27.19188,47.12987,26.39794,42.67406,29.00791,24.49608,25.46501,24.93691,26.02696,27.71211,22.56012,28.95713,24.29914,28.05591,26.41296
225.36612,1084.28812,968.24813,1445.73593,1122.72286,2060.04000,211.84587,1096.63987,980.64995,1433.28190,1083.27603,2047.58096,1433.54797,1110.76713,2047.90807,27.18997,47.14704,26.37386,42.64116,29.11019,24.59097,25.87199,25.23708,28.67913,27.78006,22.59088,29.08206,24.30391,28.07999,26.43919
116.07695,1002.01011,858.95896,1336.41410,1013.40103,1950.72103,102.17714,1013.98516,870.97907,1324.08285,974.08104,1938.38406,1324.51200,1001.72806,1938.86900,27.17590,47.16516,26.32999,42.64998,29.12903,24.16110,29.05917,25.16699,28.69987,27.87209,22.66002,34.43408,24.31297,28.10502,26.46184
38.03515,874.66812,731.62007,1207.78704,884.77492,1822.09706,26.70312,886.46817,743.46399,1195.56093,845.56103,1809.86309,1197.23201,874.44115,1811.58304,22.85099,47.18399,23.35620,42.66310,36.05485,24.21498,29.11615,25.19417,28.68986,27.94600,22.97997,34.48391,24.32585,28.12910,26.51286
3299.04389,1948.09580,1766.05392,1125.80109,802.78993,1740.11302,1125.71502,832.35908,3888.04507,1113.60979,763.61084,1727.91386,1114.05492,791.26000,1728.40405,28.84603,47.19901,27.12703,42.67788,36.07202,27.68302,29.12092,21.94095,28.66983,28.90587,24.33419,34.52682,37.63795,28.15986,26.54004
3235.88204,1884.93586,1702.89397,1062.94584,739.93587,1677.26088,1062.89101,769.49906,3825.19221,1050.57597,700.58012,1664.88194,1050.98701,728.18708,1665.33017,33.00810,47.20807,27.17805,42.69099,36.08394,27.94600,29.13499,22.00913,28.65100,28.92709,24.41287,34.56807,38.69295,28.18084,26.56698
3109.69806,1758.75401,1576.71213,3120.16106,1769.17291,1587.14700,937.04009,643.61501,3699.31293,924.37291,574.37897,1538.67984,924.69692,601.89295,1539.03699,33.09393,26.91698,27.20904,44.42596,36.09896,28.13292,22.96877,22.97497,28.64313,28.94092,24.52898,26.03197,39.92987,28.20182,26.59392
3029.41203,1678.46990,1496.42801,3040.04788,1689.06283,1507.04288,856.94194,563.47895,3619.18497,844.16509,494.17305,1458.47321,844.61904,521.81506,1458.95910,33.94389,26.94893,27.23479,44.45696,36.20505,28.28884,23.02599,23.07510,28.63479,28.95212,24.92213,26.11995,40.43794,28.22995,26.62301
2933.08496,1582.14402,1400.10309,2943.74108,1592.75603,1410.73799,760.79893,467.30399,3523.01502,747.91002,397.92013,1362.21814,748.27790,425.47488,1362.61892,33.97202,26.97992,27.29201,44.50893,36.20696,28.89609,23.11087,23.18907,28.62978,28.96810,25.09093,26.16000,40.90405,28.25212,26.65305
2883.71706,1532.77802,1350.73614,2894.36007,1543.37597,1361.36007,711.38501,417.87601,3473.59490,698.52996,348.54198,1312.83808,698.81701,376.01495,1313.15994,34.54995,27.01902,27.30608,44.56878,36.21292,28.93710,23.49591,23.32711,28.62096,29.18887,25.24686,26.30711,41.28313,28.78094,26.67713
2794.49177,1443.55392,1261.51299,2805.10688,1454.12397,1272.10808,622.17498,328.66001,3384.38392,609.26795,259.28187,1223.57798,609.63702,286.83496,1223.98114,34.57904,27.05598,27.32205,44.67201,36.37290,29.02198,23.52619,23.62490,28.61595,29.29902,25.40207,26.41606,41.66007,28.81718,26.70598
2731.40001,3613.84106,3310.24098,2741.89091,1390.90896,1208.89378,558.94685,265.42401,3321.15483,546.19408,196.21110,1160.50506,546.44299,223.64211,1160.78901,38.55205,27.07100,27.33493,44.82317,36.43298,50.53306,23.55003,23.74101,28.58591,29.37102,50.00997,26.52407,41.94188,28.83601,26.74198
2683.19416,3565.63807,3262.03799,2693.44902,1342.47088,1160.45380,510.55598,217.02695,3272.76301,497.86091,147.87984,1112.17284,498.14415,175.34399,1112.49304,39.92796,27.16899,27.35186,44.87300,36.44419,50.60506,23.64898,24.00494,28.57900,30.51805,50.42195,26.60990,42.32717,28.85413,26.77298
2550.89188,3433.34103,3129.73905,2561.09309,1210.11806,1028.10001,378.24893,84.71584,3140.45787,365.51499,15.53607,979.82693,365.90505,43.10608,980.25489,39.97207,27.19688,27.36497,44.89899,36.50284,50.63605,23.87595,24.56307,28.57184,30.56192,50.51708,26.73292,45.44902,28.86486,27.99606
2416.69393,3299.14594,2995.54491,2427.06800,1076.09391,894.07682,244.08913,1076.96509,3006.29616,231.41408,1064.05807,845.72697,2415.26008,1064.41212,2994.11702,40.01307,27.38309,46.47803,48.05493,24.48106,50.70305,23.94199,22.30597,28.94306,25.39611,51.55587,26.83020,45.68577,35.86197,47.51611
2365.40890,3247.86496,2944.26203,2376.17993,1025.20704,843.19091,192.92307,1025.79498,2955.13201,180.37200,1013.01694,794.68608,2364.19296,1013.34715,2943.05301,40.05599,27.43483,46.58103,48.07210,24.55711,50.74883,24.05810,22.49098,29.03390,32.35292,51.56589,26.94893,45.91012,35.87294,47.56379
2314.34512,3196.80405,2893.20207,2325.03510,974.06411,792.04798,141.63709,974.50399,2903.84698,128.95393,961.59792,743.27087,2312.85596,962.01205,2891.72006,40.10010,27.63700,46.72813,48.09785,24.59502,50.77291,25.17891,22.67814,29.06585,32.47094,51.54800,27.05717,46.27204,35.88009,48.57612
2224.08199,3106.55499,2802.94085,2234.67112,883.70109,701.68495,51.30291,884.16195,2813.50803,2222.07189,3104.33483,652.88377,2222.71204,871.86790,2801.57804,40.13395,27.68803,46.78082,27.78697,24.62697,50.82798,25.26999,22.99094,47.31107,33.45108,51.57614,27.17590,46.57412,35.88200,48.61712
2127.33889,3009.81498,2706.20084,2137.42089,3019.48094,604.43687,2137.94708,786.98993,2716.34293,2125.18215,3007.44700,555.99904,2125.94891,775.10691,2704.81706,40.17115,27.92001,25.73991,27.90999,24.66607,50.98319,31.69298,23.82302,47.29605,33.46896,51.60403,27.31395,46.84901,35.88700,48.65193
