# p1 - c1 sync,p1 - c2 sync,p1 - c3 sync,p2 - c1 sync,p2 - c2 sync,p2 - c3 sync,p3 - c1 sync,p3 - c2 sync,p3 - c3 sync,p4 - c1 sync,p4 - c2 sync,p4 - c3 sync,p5 - c1 sync,p5 - c2 sync,p5 - c3 sync,c1 - p1,c1 - p2,c1 - p3,c1 - p4,c1 - p5,c2 - p1,c2 - p2,c2 - p3,c2 - p4,c2 - p5,c3 - p1,c3 - p2,c3 - p3,c3 - p4,c3 - p5
1985.64506,2868.12210,2564.50915,4077.42596,2877.92587,462.87990,1995.74494,2877.91896,2574.15104,1984.54595,2866.81390,415.36784,1985.17299,634.33409,2564.04400,40.20286,30.70688,29.54698,27.96507,24.70493,51.09310,31.84319,32.33981,47.35017,33.47707,51.64886,27.41909,47.40000,35.88915,48.72417
1883.38304,2765.86294,2462.26001,3975.24405,2775.72322,360.67605,1893.57996,2775.75588,2471.99202,1882.62916,2764.89902,313.45510,1883.09097,532.25183,2461.96389,40.24315,30.73597,29.65593,28.10001,24.74403,51.19705,31.88586,32.80497,47.58906,33.47898,51.63813,27.50301,47.56188,35.89296,48.78497
1785.08306,2667.56701,2363.96599,3876.96290,2677.42085,262.37297,1795.40420,2677.58298,2373.82317,1784.51180,2666.78476,215.34181,1784.86300,434.02481,2363.73878,40.29489,30.73502,29.97208,28.39589,24.79506,51.22399,32.02105,32.83691,47.71900,33.48088,185.04810,27.62079,47.65081,35.89702,48.83480
1740.65280,2623.14200,2319.54384,3832.78513,2633.23617,218.18709,1750.96488,2633.14700,2329.38981,1740.12804,2622.40291,170.96305,1740.10491,389.27078,2318.98499,40.38906,30.73597,33.47802,28.42903,24.83511,51.26190,32.05585,32.96590,47.83416,33.48804,185.08196,27.70400,47.71900,35.89916,48.85101
1662.17995,2544.67201,2241.07790,3754.49800,2554.94714,139.89711,1672.62506,2554.80790,2251.05691,1661.77082,2544.04998,92.60988,1661.64017,310.80794,2240.52310,40.42411,30.73597,34.06286,28.77092,24.87087,51.42403,32.19008,32.99689,48.12813,33.49495,185.11605,27.82798,47.80388,35.90012,48.93684
1571.76614,2454.26297,2150.67005,3664.35719,2464.80513,49.75414,1582.44681,2464.63299,2160.88581,1571.44809,2453.73011,2150.05422,1571.38991,220.55984,2150.27499,40.45892,30.73692,34.51300,39.11996,24.90687,51.43690,32.21989,33.12302,48.18010,33.49900,185.14299,27.93312,47.86682,47.52088,48.96593
1432.81198,2314.88895,2011.29889,3570.35398,3311.31601,4046.96393,1443.11094,2325.29902,2021.55685,1432.15704,2314.44192,2010.77700,1432.15418,81.32505,2011.04212,40.48705,22.65692,34.82389,39.18600,25.43092,51.47386,30.67708,33.28395,48.27809,33.50306,185.18186,31.71802,48.22588,47.64199,49.33000
1295.52698,2177.60301,1874.01700,3433.22802,3174.19100,3909.84797,1306.06198,2188.25412,1884.51600,1294.87205,2177.16002,1873.49415,1295.03489,2177.51598,1873.92592,40.55810,22.91799,34.83605,39.26206,40.57384,51.50294,30.67207,33.36596,48.35105,50.00401,185.33683,31.74520,48.25997,47.78099,49.38483
1171.22102,2053.29800,1749.71604,3309.24010,3050.20308,3785.86411,1182.01494,2064.20803,1760.47397,1170.71700,2053.00689,1749.34196,1170.26091,2052.74701,1749.15600,40.63201,22.97401,35.40897,39.37387,40.69591,51.56302,30.66397,33.47087,48.44594,50.02213,185.52995,31.77905,48.32387,47.79196,49.70407
1029.94299,1912.02307,1608.44398,3167.56821,2908.53405,3644.19603,1040.42816,1922.62411,1618.89505,1029.38104,1911.67498,1608.01005,3110.87298,1911.55791,1607.96690,40.76815,23.11683,35.42495,39.43205,33.67710,51.69415,30.66206,33.79607,48.51985,50.06504,185.82296,31.80504,48.46501,47.84203,50.04787
955.87301,1837.95404,1534.37805,3093.62602,2834.59187,3570.26196,3048.48099,1848.65093,1544.92998,3037.13512,1837.81695,1534.15298,3036.95607,1837.64005,1534.04903,40.82417,23.23985,33.10800,30.72906,33.68497,51.72491,30.65705,33.80990,48.61903,50.08101,186.01084,31.83413,49.37100,48.24400,50.08101
909.90496,1791.98885,1488.41596,3047.86801,2788.83505,3524.51015,3002.58303,1802.75202,1499.03512,2991.25791,1791.93711,1488.27291,2991.11199,1791.79716,1488.20400,40.90810,23.92602,33.30803,30.74503,33.68497,51.80192,30.65515,33.92816,48.80595,50.09985,186.13601,31.86679,49.43204,48.46716,50.17614
781.78811,1663.87296,1360.30412,2919.70301,2660.67004,3396.34705,2874.47286,1674.64089,1370.92900,2863.24096,1663.91611,1360.25214,2863.03997,1663.72490,1360.13198,40.96794,24.10102,33.29206,30.76291,33.68020,51.82695,30.65109,34.04593,48.88105,50.12393,186.37395,31.88896,49.45397,49.97110,50.28510
702.45600,1584.54108,1280.97606,2840.24501,2581.21300,3316.89310,2795.15600,1595.32189,1291.61382,2783.95414,1584.62906,1280.96414,2783.74100,1584.41591,1280.82204,41.07118,24.31798,35.82907,30.78103,33.68282,51.88298,30.65300,34.13582,49.00599,50.14491,186.43403,31.91900,52.63090,50.19712,51.13506
621.05012,1503.13807,1199.57519,2759.13215,2500.10204,3235.78906,2713.89794,1514.06193,1210.35790,2702.52299,1503.19695,1199.53299,2702.37088,1503.04198,1199.44692,41.13007,24.77193,35.97498,30.79891,33.64897,51.93400,30.69115,34.85608,49.10398,50.32420,186.57088,31.97789,52.64091,50.23789,51.27716
541.86106,1423.94996,1120.39113,2679.89802,2420.86697,3156.55994,2634.70316,1434.86500,1131.16717,2623.40689,1424.07990,1120.41593,2623.23689,1423.90394,1120.30888,41.21017,25.24400,36.23605,30.81608,33.65088,51.98693,30.68900,35.41398,49.18385,50.33612,186.66506,40.88402,52.64497,50.56596,51.64003
420.40110,1302.49214,998.93713,2558.63118,2299.60203,3035.30216,2513.48090,1313.63988,1009.94802,2502.12288,1302.79589,999.13192,2501.81293,1302.47688,998.87991,41.27288,25.52390,36.39102,30.83301,33.64921,52.10400,30.71404,35.67123,49.30115,50.36116,186.77711,41.14103,52.78611,50.58193,51.66912
350.98195,1233.07610,929.52418,2489.15815,2230.13115,2965.83295,2444.01217,1244.16900,940.48309,2432.84202,1233.51383,929.84986,2432.37400,1233.03199,929.43621,41.36395,25.63500,36.52382,33.62703,33.64921,182.79099,30.74288,35.67004,49.33214,50.52495,186.85889,41.30578,52.83713,50.59218,51.83578
286.79705,1168.89191,865.34286,2424.66211,2165.63606,2901.33905,2379.52209,1179.67892,875.99707,2368.68596,1169.35682,865.69381,2368.16597,1168.82014,865.22412,41.43715,25.75994,37.02497,33.64897,33.64897,182.85894,31.05307,35.68506,49.46303,50.57192,186.96618,41.58092,52.89698,50.66609,51.84293
227.79489,1109.89189,806.35405,2365.36813,2106.34208,2842.04912,2320.31012,1120.45312,816.77699,2309.70407,1110.37517,806.71120,2309.17501,1109.82299,806.22697,41.61787,25.82288,37.00399,33.67996,33.65016,182.89089,32.87911,35.68411,49.50500,51.16796,51.21207,41.62502,52.95300,51.88394,183.95996
103.73187,985.83007,682.29103,2240.84091,1981.81701,2717.52596,2195.96815,996.10615,692.45005,2185.45794,986.12905,682.46508,2185.02021,985.65602,682.05810,41.71395,25.88797,36.98397,33.68211,33.64706,183.16197,33.55098,46.59915,49.65687,51.20301,51.25213,41.67604,52.94394,52.11091,185.61101
2045.95613,1860.44002,2567.84916,2101.60589,1842.58199,2578.29785,2055.59492,855.72815,552.07896,2089.89787,1830.68204,2565.96208,2044.34204,844.97404,541.37588,36.63993,26.14307,36.96394,28.24521,33.64611,27.14801,33.60820,46.65899,30.50089,51.31602,41.90016,41.70012,53.00498,27.57502,186.42688
1937.78896,1752.26593,2459.67698,1993.42704,1762.87413,2470.12401,1947.52097,747.65015,444.00501,1981.19497,1721.98105,2457.29399,1935.95791,1750.80705,2458.12798,36.89218,26.17002,36.97801,28.30005,33.71191,27.59600,23.09608,46.74482,30.53808,30.28607,42.00983,41.73183,52.99497,27.65989,42.73295
1892.36116,1706.83098,2414.24298,1948.16399,1717.61203,2424.86596,1902.24099,702.36707,398.72599,1935.81486,1676.60093,2411.92603,1890.68007,1705.51991,2412.84490,36.90600,26.19696,36.99398,28.49293,33.71215,29.78110,23.80490,46.80777,30.55906,30.37786,42.25802,41.75997,52.99020,28.22709,43.49208
1780.12204,1594.58494,2301.99885,1835.85215,1605.29900,2312.56413,1790.19499,590.31606,286.67903,1823.47798,1564.26501,2299.59607,1778.58996,1593.42194,2300.74787,37.20784,26.32499,37.02998,28.64194,33.71382,29.79803,34.46007,47.05501,30.57694,33.69379,42.58490,42.27901,53.54095,28.27692,45.99786
1681.92196,1496.37580,2203.79281,1737.44082,1506.88696,2214.15782,1691.96296,492.07902,188.44795,1725.47603,1466.26401,2201.59912,1680.65214,1495.47601,2202.80409,37.35304,26.34788,37.29296,28.82004,33.71501,29.82092,34.46698,47.12391,30.60794,33.80585,43.98894,42.31191,53.54095,28.30791,46.04101
1576.81608,1391.26301,2098.68193,1632.12585,1401.57104,2108.84595,1586.72500,386.83605,83.21095,1620.40401,1361.19413,2096.53115,1575.61398,1390.43283,2097.76282,37.91213,26.45183,37.41813,28.98097,36.22699,30.04003,34.47318,47.21999,30.63703,33.84304,45.63999,42.32812,53.54404,28.34988,50.85611
1454.48804,1268.92805,1976.34888,1505.39994,1274.84393,1982.12409,1464.74600,264.85109,18.91112,1498.44503,1239.23516,1974.57719,1453.66001,1268.47100,1975.80290,37.91904,26.53217,37.55713,29.13904,36.45086,30.05719,34.49321,47.80698,30.66516,33.88596,45.68505,42.34505,21.53301,29.12402,50.92120
1379.49300,1193.92705,1901.35098,1430.30691,1199.74804,1907.03893,1389.10794,189.20994,1910.51102,1423.45309,1164.24417,1899.58811,1378.29494,1193.09998,1900.43497,37.91714,26.60394,37.62507,29.47688,36.62205,30.07507,34.47199,50.45009,30.68209,33.92410,48.62499,42.37103,31.88300,29.17504,50.97795
1259.45187,1073.87900,1781.30388,1310.26793,1079.70786,1787.00399,1268.56709,68.66503,1789.96897,1303.12896,1043.92004,1779.26803,1258.12793,1072.92509,1780.26104,37.91618,27.98700,38.25903,29.67310,36.64517,30.08699,34.48510,50.61007,30.66301,33.91385,48.74897,42.38796,31.97694,29.21915,51.02801
1179.56495,993.98303,1701.41101,1233.31308,1002.75111,1710.05106,1191.52999,2102.79107,1712.92996,1208.91905,949.71204,1685.06289,1172.89591,987.68497,1695.02401,37.92882,29.58107,43.77913,30.43318,36.77988,30.14994,34.48391,30.40314,30.67207,33.90694,48.84481,42.46092,32.18794,29.25587,51.09406
1035.48098,849.89214,1557.32203,1092.20815,861.64498,1568.94994,1050.50898,1961.76410,1571.90609,1067.70611,837.19301,1543.85304,1031.77810,846.55213,1553.89309,37.92906,30.20191,43.78700,30.67613,36.93199,30.28202,34.50203,30.38621,28.45097,33.90193,48.96593,42.60588,32.21798,29.30403,51.17202
989.32099,803.72500,1511.15704,1046.01502,815.45115,1522.76111,1004.58908,1915.84110,1525.98405,1021.66581,791.15200,1497.81799,985.01778,799.78681,1507.12895,37.93502,30.28607,43.80083,30.93600,37.08196,34.32918,34.49512,30.42507,28.57494,33.89192,49.06583,42.87505,32.24897,29.33621,51.22185
889.23097,1800.16899,1411.06510,2111.55510,1812.19220,1422.87517,2115.16500,1848.11211,1426.16510,921.36884,1819.59200,1397.52388,2124.94302,699.35918,1461.19714,38.22803,25.15507,24.14203,31.55208,29.37698,22.71795,25.84195,25.15388,25.00010,33.88405,49.17908,182.24096,46.46993,31.68893,22.63689
846.02785,1756.96206,1367.85483,2068.27688,1768.91208,1379.59790,2071.53988,1804.48198,1382.54189,878.19195,1776.41106,1354.34794,2081.88605,656.30102,1418.14113,39.46900,25.98715,24.35017,31.59595,29.38700,22.99809,25.87199,25.72513,25.02799,33.86497,49.27492,183.09402,47.86515,31.76284,22.70484
761.89590,1672.82605,1283.71787,1983.98113,1684.61514,1295.30907,1987.37812,1720.31498,1298.37918,794.14296,1692.36112,1270.30301,1996.35410,570.76907,1332.61108,39.52694,28.06306,24.60408,31.79312,29.39415,23.32807,25.88916,26.17002,25.06089,33.85496,49.39103,183.42090,47.96290,31.83389,22.85409
712.85796,1623.78311,1234.67493,1964.40601,1635.45609,1300.81701,1938.33590,1671.26799,1249.33696,745.11886,1643.33391,1221.28201,1946.96689,521.39091,1283.22697,39.56890,28.85413,24.62792,32.01890,29.40202,23.71693,25.90799,26.44110,25.08903,33.84495,49.69501,26.18504,48.26713,31.88396,22.88580
604.62999,1515.54203,1126.43194,1856.32896,1527.38214,1192.74402,1830.20711,1563.13396,1141.20913,636.22403,1562.32285,1112.39386,1838.80615,413.23209,1175.06909,39.63590,28.89490,24.75286,33.00500,29.41298,24.08719,25.93303,26.51906,22.91298,33.85520,49.78490,26.23177,48.37608,31.91113,22.90297
525.62523,1436.53011,1047.42122,1777.24409,1448.30012,1113.66105,1750.84710,1483.77013,1061.85007,556.86998,1482.97000,1033.04291,1759.51600,333.94217,1095.78204,39.71386,28.93305,24.74499,33.14304,29.42109,24.35017,25.94995,26.57485,23.00501,33.84709,49.89791,26.26610,48.44213,31.94690,22.96996
393.54587,1304.44789,915.33804,1645.03789,1316.09607,981.45795,1618.35694,1351.27592,929.36397,424.53408,1350.63195,900.71011,1627.04086,201.46680,963.30786,39.77895,28.95117,24.86897,33.20289,29.42801,24.61600,25.97380,26.67308,23.14019,33.83613,49.99089,26.71003,48.53797,31.98719,23.05102
286.22103,1197.11804,808.00819,1537.62412,1208.68516,874.04704,1510.90693,1243.82114,821.91515,317.23380,1243.33096,793.41388,1519.59991,94.02704,855.87096,39.82401,28.98192,24.95885,33.28395,29.43587,24.89185,26.27587,26.71790,24.47009,33.82707,50.11296,26.73507,48.61808,32.07803,23.11110
206.99191,1117.88297,728.77383,1458.29988,1129.36187,794.72589,1431.52809,1164.43896,742.53798,238.29818,1164.39199,714.48016,1438.84206,13.26704,775.11501,39.93416,29.01387,25.05612,33.34808,29.45089,25.05803,26.30496,26.81088,25.22612,33.83207,50.20595,26.74294,48.72394,32.17101,23.19217
103.68681,1014.57286,625.46182,1355.07989,1026.14379,691.50782,1328.07589,1060.98199,639.08696,135.45609,1061.54799,611.63998,1334.98406,981.82201,671.25988,40.00211,29.04201,25.25401,33.44107,29.47402,25.12717,26.32284,26.94511,25.27905,21.47293,50.34113,26.75414,48.79618,32.18412,29.11901
44.62194,987.68497,566.39194,1295.89486,966.96186,632.32684,1268.69202,1001.59407,579.70500,76.14303,1002.23303,552.33216,1275.32387,1006.42085,611.60302,42.54079,29.07491,25.29001,33.50210,29.48809,22.28498,26.35407,26.98708,25.50912,26.53408,50.93694,26.75819,48.87891,32.20677,29.33407
1135.98704,869.00401,502.03109,1176.80001,847.87011,513.23509,1151.58606,884.48405,462.59999,1154.09112,885.27012,490.39721,1158.24509,889.34016,494.52615,22.34817,29.10495,28.42402,28.63503,29.49905,22.35389,26.63207,27.03309,25.75302,26.59392,28.70893,26.80111,48.93899,24.88899,29.39200
1092.28992,825.30093,458.36306,1134.71985,805.79185,471.15898,1109.60603,842.49997,420.62211,1112.30803,843.48512,448.61412,1116.32013,847.41592,452.60406,23.18001,29.13284,28.39994,28.71394,29.52194,22.40586,26.73888,27.06909,26.04914,26.64804,28.92399,26.81994,49.50404,24.91689,29.62112
994.30203,727.30899,412.12893,1036.71503,707.78894,373.15702,1041.05115,772.22610,322.47305,1048.05994,1799.33190,1712.58998,1018.03803,749.13406,354.32601,23.22793,29.16718,28.77092,23.46802,31.50797,22.44902,29.19316,26.29399,22.62807,26.70598,22.28904,26.82805,49.57199,24.72496,29.70290
932.12605,665.12799,349.96009,974.51282,645.58887,310.95791,978.94883,710.12402,260.37598,985.57901,1736.85193,1650.10905,955.88422,686.98001,292.17410,23.25010,29.20198,28.81217,23.53597,31.62694,22.48406,29.30498,26.37815,22.70889,26.76606,24.87588,27.22406,49.67093,24.77789,29.88911
861.85384,594.84887,279.69480,904.36697,575.44684,316.85400,942.66891,1693.91489,190.39798,915.52997,1666.80503,1580.05905,885.77890,616.87589,222.07284,23.34714,29.22606,21.92807,23.70501,31.68297,24.91093,29.45805,21.75093,22.86792,26.81494,24.91808,22.85314,49.75295,24.87803,29.90294
774.70517,507.69401,192.54613,817.29388,488.37590,229.78306,855.55696,1606.80389,103.28698,828.39489,1579.66900,1492.92397,798.54918,529.64497,134.84502,23.55003,29.24991,22.14313,23.74816,31.83293,24.95694,29.72889,22.15910,22.95017,26.93510,24.99890,22.92395,49.93701,25.06900,29.91796
727.45204,460.43706,145.29204,769.98806,441.07199,182.47819,808.32005,1559.56912,56.05292,781.26788,1532.54294,1445.79697,751.51992,482.61595,87.82005,23.70715,29.27423,22.21417,23.86498,31.90088,24.99104,30.14302,22.28785,26.00408,27.00400,25.73800,23.38791,51.07498,25.34103,29.93512
675.28510,408.26416,93.12296,717.74101,388.82923,130.23520,755.96094,1507.21192,86.13896,728.90687,1480.18193,1393.43500,695.66178,426.75900,31.96502,23.89097,29.29902,22.38178,23.98086,31.97694,25.02203,30.33209,22.31503,26.05009,27.05789,25.82479,24.54877,24.87779,25.49505,29.95205
591.47906,324.45312,1319.40508,633.83389,304.92282,46.32878,672.00804,1423.25997,75.08206,638.93199,1390.20705,1303.45893,611.37104,342.46707,1338.98211,24.05214,29.32215,22.81904,24.02306,32.06205,25.24114,30.43008,22.33386,26.08395,27.62294,24.57190,24.60194,23.80013,25.65217,22.40896
477.61011,210.57820,1205.53422,519.40298,190.49501,1217.69309,558.16507,1309.41892,1222.66197,524.82390,1276.09801,1189.34894,497.27011,228.36709,1224.87998,24.17397,29.34599,22.95399,26.21603,32.15599,25.60306,30.72906,22.34006,26.11399,27.89903,24.63984,25.02990,24.56903,25.83289,22.82405
353.25980,86.22289,1081.18200,395.17999,66.27607,1093.47105,433.85005,1185.10199,1098.34504,400.70200,1151.97706,1065.22894,373.26002,104.35700,1100.87109,24.32704,29.36697,23.00501,26.45302,33.39100,26.51119,30.72906,22.35007,26.14617,27.95196,24.66583,25.34294,24.56284,25.85888,23.16213
232.23114,20.91312,960.15191,1446.62309,1035.45904,971.03119,312.67190,1063.92097,977.16594,277.21190,1028.48697,941.73789,1426.40400,1069.36598,980.12090,24.54710,21.81697,23.27704,26.63898,23.47207,23.88000,21.06595,22.35913,26.17693,21.59786,24.67513,28.63216,24.57023,25.95496,23.82803
95.17908,909.98197,823.09699,1309.65590,920.86291,834.06281,1315.55986,926.48983,839.73598,140.07401,891.34908,804.60000,1289.45613,932.41692,843.17207,28.73516,22.26782,24.07694,26.89600,23.51189,26.13616,29.88601,26.68095,26.25203,21.79790,24.65200,28.63598,32.55105,26.04699,24.03498
41.84818,856.64701,769.76299,1256.43897,867.64693,780.84588,1262.19916,873.12412,786.37099,87.01015,838.28807,751.53708,1236.52697,879.48608,790.24100,28.92399,22.36390,25.96903,26.96800,24.10913,26.20888,29.91700,26.70693,26.36504,21.85798,24.64795,28.66197,32.58705,26.12710,24.49894
1142.77196,753.87788,666.99386,1153.49889,764.70900,677.90794,1155.79104,766.71314,679.96097,1123.95382,735.04686,677.67000,1135.69212,778.65005,689.40520,23.13805,23.14496,26.03817,22.96710,24.14489,26.23606,29.94084,26.73101,26.61514,22.21394,30.38597,28.67413,32.61995,23.08512,24.55211
2380.39207,683.91395,3804.21996,1083.66990,694.88096,637.46381,1084.55586,695.47796,608.72579,1053.43699,664.53195,607.15199,1065.67502,708.63199,619.38691,25.18916,23.18501,26.06797,23.02504,24.17111,27.54807,30.23601,26.75700,26.63898,22.32194,24.64485,26.57509,32.64499,23.35501,24.84107
2248.16895,551.68891,3671.99397,950.78206,2517.87400,2452.60811,952.69394,563.61794,476.86386,2228.63483,564.20183,2422.88089,933.61807,576.57099,487.32591,25.41208,32.65190,26.14021,23.86498,24.24502,27.84705,22.97902,26.79610,23.18287,22.92299,24.69015,27.98295,32.70793,23.25201,24.89901
2110.14700,413.66291,3533.96702,812.96802,2380.06496,2314.79883,814.59308,457.49187,338.76395,2090.53493,426.09406,2284.77907,795.48693,438.43603,349.19095,25.58017,32.70483,26.16596,23.91005,25.96903,29.10399,23.07296,25.13504,25.53797,23.01693,24.78218,28.00798,32.76110,23.83399,25.29407
1973.96612,277.47798,3397.78209,676.75185,2243.85500,2178.59101,678.34783,321.24496,202.51894,1954.38814,289.94298,2148.63515,659.07407,302.01697,212.77189,25.76804,32.80210,26.19696,23.93389,26.01099,29.20890,25.83194,25.32101,25.95496,25.26498,24.87397,28.02277,32.81116,23.86498,26.18313
1835.56008,139.07409,3259.37605,538.45692,2105.56507,2040.30085,539.78300,182.67989,63.95507,1816.10703,151.65710,2010.35619,520.97583,163.91301,74.66793,25.82002,32.89008,26.22008,23.96393,26.09301,29.30403,25.85506,25.48695,25.94900,25.43187,24.90306,28.02706,32.89509,23.99993,26.21293
1738.14201,41.65816,3161.95917,442.57402,2009.68790,1944.42487,443.62617,86.52115,23.08202,1719.97118,55.51696,1914.22415,425.05908,67.99006,29.85406,25.87080,32.98712,28.29313,23.98705,26.21603,30.04098,25.86794,25.53010,25.94614,25.47288,26.19004,27.99416,22.11213,24.08195,25.06399
1598.76990,1885.46085,3022.58801,303.59817,1870.71609,1805.45306,1612.12397,1898.96703,3035.97999,1581.00605,1840.51299,1775.25997,1593.51707,1880.19109,3044.91901,30.76196,33.11396,31.30388,31.46791,32.08494,22.29309,25.88606,23.19503,22.09711,23.76199,26.22795,27.96006,22.17293,24.41883,22.15600
1551.92900,1838.62400,2975.74997,257.26295,1824.38707,1759.12213,1565.91010,1852.74816,2989.76302,1534.61194,1794.12508,1728.86801,1547.12892,1833.80008,2998.52896,30.95794,33.16283,31.37612,31.58402,32.87411,22.51101,25.90108,23.36597,22.13407,23.78607,26.28899,27.92811,22.55321,24.40214,22.20488
1481.61507,1768.31007,2905.43413,187.10184,1754.23002,1688.96389,1495.65387,1782.49097,2919.50583,1464.38599,1723.90485,1658.64396,1476.59802,1763.26919,2927.99807,31.04401,33.26392,31.40187,31.58116,32.94396,22.69316,25.91395,23.53501,22.69387,23.96703,26.31807,27.89521,22.63212,24.40500,23.16189
1376.13893,1662.83298,2799.95584,81.85601,1648.99087,1583.72593,1390.32817,1677.16217,2814.17799,1359.05004,1618.57200,1553.31206,1371.02699,1657.69601,2822.42608,31.04711,33.36382,31.45599,31.60405,33.05387,22.87412,25.92611,23.64802,22.79401,24.12295,26.32904,27.86279,22.95303,24.40500,23.19098
1325.95515,1612.64610,2749.76897,31.58307,1598.72389,1533.45704,1340.07907,1626.91116,2763.92698,1308.53486,1568.05897,1502.79903,1320.85395,1607.51987,2772.25089,31.07309,33.43296,31.44693,31.65793,33.20789,23.03600,25.93803,23.71192,22.87889,24.28699,26.34597,27.82893,23.00096,24.60885,23.19217
3233.83403,3628.69716,2650.27905,1212.01491,1471.49611,1406.22687,1212.85105,3642.81988,2636.69705,1180.78279,1440.31096,1375.05198,1193.28594,1479.94900,2644.68002,23.21815,27.85015,31.48603,31.86607,33.24509,23.20719,25.94781,23.77605,22.90487,24.43886,22.24588,27.79698,23.18096,24.61195,23.22102
3096.57311,3491.43314,2513.01908,1074.35179,1333.83584,1268.56589,1075.31190,3505.27692,2499.15385,1043.42008,1302.95110,1237.69093,1055.99213,1342.65208,2507.38502,23.27394,31.07691,31.48699,31.87013,33.39410,23.27514,25.95901,24.01400,22.95589,24.59598,25.71988,27.77195,23.23198,28.14007,23.22602
3008.46386,3403.32198,2424.90888,985.99792,1245.48697,1180.21703,986.94801,3416.90898,2410.78782,955.10507,1214.63895,1149.37806,967.80896,1254.46606,2419.19899,23.30017,31.38590,31.89707,31.87585,33.42009,23.30613,25.97094,24.33586,22.99094,24.76692,25.77901,27.73404,23.40698,28.16606,23.22698
2919.11483,3313.97104,2335.55794,896.86704,1156.35896,1091.08901,897.71104,3327.66819,2321.54608,865.84306,1125.37885,1060.11605,878.69406,1165.34805,2330.08194,23.28491,31.64315,31.94404,31.91900,33.58006,23.34404,25.97713,24.40476,23.02623,24.82200,25.82693,27.69709,23.54002,28.22018,23.25106
2796.96608,3191.81919,2213.40609,774.63794,1034.13391,968.86301,775.25210,3205.20496,2199.08595,743.55793,1003.09706,937.83092,756.22106,1042.87219,2207.60703,23.32115,33.74910,32.10378,31.99315,33.64587,23.38600,25.98500,24.48988,23.12303,24.84512,25.85912,27.66204,24.83511,28.23806,23.29612
2665.88902,3060.73999,2082.32808,643.51487,903.01299,837.74185,643.57901,3073.52805,2067.40999,612.35714,871.89698,806.63109,624.83716,911.48520,2076.22004,23.41509,33.98204,32.26089,32.52196,33.81610,23.43607,25.99311,24.65796,23.22292,24.86897,25.89512,27.63295,24.92595,28.24116,23.33212
